file,line,property,text,category,context
scenes/ui/PlakoroContentStudioUI.tscn,1158,text,Milestone 12.8g — Full Creation Workflow Regression,player/editor UI,"text = ""Milestone 12.8g — Full Creation Workflow Regression"""
scenes/ui/PlakoroContentStudioUI.tscn,1163,text,Save,player/editor UI,"text = ""Save"""
scenes/ui/PlakoroContentStudioUI.tscn,1167,title,Unsaved Changes,player/editor UI,"title = ""Unsaved Changes"""
scenes/ui/PlakoroContentStudioUI.tscn,1173,ok_button_text,Save Changes,player/editor UI,"ok_button_text = ""Save Changes"""
scenes/ui/PlakoroContentStudioUI.tscn,1174,cancel_button_text,Cancel,player/editor UI,"cancel_button_text = ""Cancel"""
scenes/ui/PlakoroContentStudioUI.tscn,1180,text,You have unsaved changes. Save them before continuing?,player/editor UI,"text = ""You have unsaved changes. Save them before continuing?"""
scenes/ui/PlakoroContentStudioUI.tscn,1184,title,Restore Built-in Content?,player/editor UI,"title = ""Restore Built-in Content?"""
scenes/ui/PlakoroContentStudioUI.tscn,1190,ok_button_text,Restore Built-in,player/editor UI,"ok_button_text = ""Restore Built-in"""
scenes/ui/PlakoroContentStudioUI.tscn,1191,cancel_button_text,Cancel,player/editor UI,"cancel_button_text = ""Cancel"""
scenes/ui/PlakoroContentStudioUI.tscn,1197,text,The user override will be removed. The built-in content will remain unchanged.,player/editor UI,"text = ""The user override will be removed. The built-in content will remain unchanged."""
scenes/ui/PlakoroContentStudioUI.tscn,1201,title,Delete Content?,player/editor UI,"title = ""Delete Content?"""
scenes/ui/PlakoroContentStudioUI.tscn,1207,ok_button_text,Delete,player/editor UI,"ok_button_text = ""Delete"""
scenes/ui/PlakoroContentStudioUI.tscn,1208,cancel_button_text,Cancel,player/editor UI,"cancel_button_text = ""Cancel"""
scenes/ui/PlakoroContentStudioUI.tscn,1214,text,Select a database entry.,player/editor UI,"text = ""Select a database entry."""
scenes/ui/PlakoroContentStudioUI.tscn,1218,title,Regenerate Default Enerkoro?,player/editor UI,"title = ""Regenerate Default Enerkoro?"""
scenes/ui/PlakoroContentStudioUI.tscn,1224,ok_button_text,Regenerate,player/editor UI,"ok_button_text = ""Regenerate"""
scenes/ui/PlakoroContentStudioUI.tscn,1225,cancel_button_text,Cancel,player/editor UI,"cancel_button_text = ""Cancel"""
scenes/ui/PlakoroContentStudioUI.tscn,1231,text,This will replace the Pokémon Default Dice file.,player/editor UI,"text = ""This will replace the Pokémon Default Dice file."""
scenes/ui/PlakoroContentStudioUI.tscn,1235,title,Database Integrity,player/editor UI,"title = ""Database Integrity"""
scenes/ui/PlakoroContentStudioUI.tscn,1238,ok_button_text,Close,player/editor UI,"ok_button_text = ""Close"""
scenes/ui/components/StatusBadge.tscn,12,text,Status,review,"text = ""Status"""
scenes/ui/components/LanguageSelector.tscn,14,tooltip_text,Language,review,"tooltip_text = ""Language"""
scenes/ui/components/HeroPlakoroCard.tscn,21,text,Plakoro,review,"text = ""Plakoro"""
scenes/ui/components/HeroPlakoroCard.tscn,27,text,HP —,review,"text = ""HP —"""
scenes/ui/components/HeroPlakoroCard.tscn,36,text,pokemon_id,review,"text = ""pokemon_id"""
scenes/ui/components/HeroPlakoroCard.tscn,41,text,Type: —,review,"text = ""Type: —"""
scenes/ui/components/HeroPlakoroCard.tscn,51,text,Enerkoro,review,"text = ""Enerkoro"""
scenes/ui/components/HeroPlakoroCard.tscn,61,text,Presentation: placeholder,review,"text = ""Presentation: placeholder"""
scenes/ui/components/SectionCard.tscn,17,text,Section,review,"text = ""Section"""
scripts/ui/PlakoroContentStudioUI.gd,233,script_assignment,Discard unsaved changes and continue.,player/editor UI,"discard_button.tooltip_text = ""Discard unsaved changes and continue."""
scripts/ui/PlakoroContentStudioUI.gd,715,script_assignment,Could not prepare Default Dice editor.,player/editor UI,"validation_label.text = ""Could not prepare Default Dice editor."""
scripts/ui/PlakoroContentStudioUI.gd,803,script_assignment,Saved,player/editor UI,"unsaved_status_label.text = ""Saved"""
scripts/ui/PlakoroContentStudioUI.gd,1224,script_assignment,Weight,player/editor UI,"weight_label.text = ""Weight"""
scripts/ui/PlakoroContentStudioUI.gd,1242,script_assignment,16.7%,player/editor UI,"probability.text = ""16.7%"""
scripts/ui/PlakoroContentStudioUI.gd,1333,script_assignment,Select content to duplicate first.,player/editor UI,"validation_label.text = ""Select content to duplicate first."""
scripts/ui/PlakoroContentStudioUI.gd,1347,script_assignment,"Duplicate was created, but could not be loaded.",player/editor UI,"validation_label.text = ""Duplicate was created, but could not be loaded."""
scripts/ui/PlakoroContentStudioUI.gd,1443,script_assignment,Source: ,player/editor UI,"library_source_status.text = ""Source: "" + label"
scripts/ui/PlakoroContentStudioUI.gd,1449,script_assignment,Save as User Override,player/editor UI,"save_button.text = ""Save as User Override"""
scripts/ui/PlakoroContentStudioUI.gd,1450,script_assignment,Built-in,player/editor UI,"delete_button.text = ""Built-in"""
scripts/ui/PlakoroContentStudioUI.gd,1456,script_assignment,Save Changes,player/editor UI,"save_button.text = ""Save Changes"""
scripts/ui/PlakoroContentStudioUI.gd,1457,script_assignment,Remove Override,player/editor UI,"delete_button.text = ""Remove Override"""
scripts/ui/PlakoroContentStudioUI.gd,1463,script_assignment,Save Changes,player/editor UI,"save_button.text = ""Save Changes"""
scripts/ui/PlakoroContentStudioUI.gd,1464,script_assignment,Delete,player/editor UI,"delete_button.text = ""Delete"""
scripts/ui/PlakoroContentStudioUI.gd,1466,script_assignment,Delete this user-created content.,player/editor UI,"delete_button.tooltip_text = ""Delete this user-created content."""
scripts/ui/PlakoroContentStudioUI.gd,1468,script_assignment,Create Content,player/editor UI,"save_button.text = ""Create Content"""
scripts/ui/PlakoroContentStudioUI.gd,1469,script_assignment,Delete,player/editor UI,"delete_button.text = ""Delete"""
scripts/ui/PlakoroContentStudioUI.gd,1471,script_assignment,Save this new content before it can be deleted.,player/editor UI,"delete_button.tooltip_text = ""Save this new content before it can be deleted."""
scripts/ui/PlakoroContentStudioUI.gd,1480,script_assignment,Select a modified built-in entry first.,player/editor UI,"validation_label.text = ""Select a modified built-in entry first."""
scripts/ui/PlakoroContentStudioUI.gd,1485,script_assignment,This entry does not have a user override to restore.,player/editor UI,"validation_label.text = ""This entry does not have a user override to restore."""
scripts/ui/PlakoroContentStudioUI.gd,1511,script_assignment,Restore target is unavailable.,player/editor UI,"validation_label.text = ""Restore target is unavailable."""
scripts/ui/PlakoroContentStudioUI.gd,1534,script_assignment,Restored built-in content. Your user override was removed.,player/editor UI,"validation_label.text = ""Restored built-in content. Your user override was removed."""
scripts/ui/PlakoroContentStudioUI.gd,1540,script_assignment,Select a content entry first.,player/editor UI,"validation_label.text = ""Select a content entry first."""
scripts/ui/PlakoroContentStudioUI.gd,1565,script_assignment,Remove User Override?,player/editor UI,"delete_dialog.title = ""Remove User Override?"""
scripts/ui/PlakoroContentStudioUI.gd,1614,script_assignment,Delete User Content?,player/editor UI,"delete_dialog.title = ""Delete User Content?"""
scripts/ui/PlakoroContentStudioUI.gd,1616,script_assignment,\n,player/editor UI,"delete_message_label.text = ""\n"".join(message_lines)"
scripts/ui/PlakoroContentStudioUI.gd,1633,script_assignment,Delete target is unavailable.,player/editor UI,"validation_label.text = ""Delete target is unavailable."""
scripts/ui/PlakoroContentStudioUI.gd,1669,script_assignment,User-created content deleted.,player/editor UI,"validation_label.text = ""User-created content deleted."""
scripts/ui/PlakoroContentStudioUI.gd,1948,script_assignment,Saved as User Content.,player/editor UI,"validation_label.text = ""Saved as User Content."""
scripts/ui/PlakoroContentStudioUI.gd,2607,script_assignment,No Energy Cost,player/editor UI,"empty_label.text = ""No Energy Cost"""
scripts/ui/PlakoroContentStudioUI.gd,2866,script_assignment,Save or load a Charakoro Profile to see references.,player/editor UI,"profile_reference_status.text = ""Save or load a Charakoro Profile to see references."""
scripts/ui/PlakoroContentStudioUI.gd,2890,script_assignment,Open,player/editor UI,"open_button.text = ""Open"""
scripts/ui/PlakoroContentStudioUI.gd,2891,script_assignment,Open this Pokémon in Pokémon Editor.,player/editor UI,"open_button.tooltip_text = ""Open this Pokémon in Pokémon Editor."""
scripts/ui/PlakoroContentStudioUI.gd,2901,script_assignment,Used by ,player/editor UI,"profile_reference_status.text = ""Used by "" + str(count) + "" Pokémon."""
scripts/ui/PlakoroContentStudioUI.gd,2946,script_assignment,Open,player/editor UI,"open_button.text = ""Open"""
scripts/ui/PlakoroContentStudioUI.gd,2947,script_assignment,Open this Pokémon in Pokémon Editor.,player/editor UI,"open_button.tooltip_text = ""Open this Pokémon in Pokémon Editor."""
scripts/ui/PlakoroContentStudioUI.gd,3116,script_assignment,No Energy Cost,player/editor UI,"free_label.text = ""No Energy Cost"""
scripts/ui/PlakoroContentStudioUI.gd,3291,script_assignment,• ,player/editor UI,"label.text = ""• "" + text"
scripts/ui/PlakoroContentStudioUI.gd,3586,script_assignment,Navigation target is unavailable.,player/editor UI,"validation_label.text = ""Navigation target is unavailable."""
scripts/ui/PlakoroContentStudioUI.gd,3597,script_assignment,Pokémon could not be loaded: ,player/editor UI,"validation_label.text = ""Pokémon could not be loaded: "" + safe_id"
scripts/ui/PlakoroContentStudioUI.gd,3603,script_assignment,Charakoro Profile could not be loaded: ,player/editor UI,"validation_label.text = ""Charakoro Profile could not be loaded: "" + safe_id"
scripts/ui/PlakoroContentStudioUI.gd,3609,script_assignment,Move could not be loaded: ,player/editor UI,"validation_label.text = ""Move could not be loaded: "" + safe_id"
scripts/ui/PlakoroContentStudioUI.gd,3615,script_assignment,Opened ,player/editor UI,"validation_label.text = ""Opened "" + _content_kind_label() + "": "" + safe_id"
scripts/ui/PlakoroContentStudioUI.gd,3621,script_assignment,Select a Move from the Pokémon Move Loadout first.,player/editor UI,"validation_label.text = ""Select a Move from the Pokémon Move Loadout first."""
scripts/ui/PlakoroContentStudioUI.gd,3629,script_assignment,No Charakoro Profile is selected.,player/editor UI,"validation_label.text = ""No Charakoro Profile is selected."""
scripts/ui/PlakoroContentStudioUI.gd,3692,script_assignment,No Pokémon ID selected.,player/editor UI,"pokemon_charakoro_preview_status.text = ""No Pokémon ID selected."""
scripts/ui/PlakoroContentStudioUI.gd,3786,script_assignment,Create New Pokémon,player/editor UI,"new_content_guide_title.text = ""Create New Pokémon"""
scripts/ui/PlakoroContentStudioUI.gd,3804,script_assignment,Create New Charakoro Profile,player/editor UI,"new_content_guide_title.text = ""Create New Charakoro Profile"""
scripts/ui/PlakoroContentStudioUI.gd,3819,script_assignment,Create New Move,player/editor UI,"new_content_guide_title.text = ""Create New Move"""
scripts/ui/PlakoroContentStudioUI.gd,3839,script_assignment,\n,player/editor UI,"new_content_guide_checklist.text = ""\n"".join(lines)"
scripts/ui/PlakoroContentStudioUI.gd,3956,script_assignment,\n,player/editor UI,"authoring_dependency_summary.text = ""\n"".join(summary_lines)"
scripts/ui/BattleGameUI.gd,301,script_assignment,Database load failed.,player/editor UI,"message_label.text = ""Database load failed."""
scripts/ui/BattleGameUI.gd,423,script_assignment,Original Layout,player/editor UI,"layout_prototype_button.text = ""Original Layout"""
scripts/ui/BattleGameUI.gd,462,script_assignment,Test Layout,player/editor UI,"layout_prototype_button.text = ""Test Layout"""
scripts/ui/BattleGameUI.gd,1030,script_assignment,Player loadout load failed.,player/editor UI,"message_label.text = ""Player loadout load failed."""
scripts/ui/BattleGameUI.gd,1034,script_assignment,AI loadout load failed.,player/editor UI,"message_label.text = ""AI loadout load failed."""
scripts/ui/BattleGameUI.gd,1486,script_assignment,Dice roll failed.,player/editor UI,"message_label.text = ""Dice roll failed."""
scripts/ui/BattleGameUI.gd,1793,script_assignment,AI turn failed.,player/editor UI,"message_label.text = ""AI turn failed."""
scripts/ui/BattleGameUI.gd,1921,script_assignment,AI turn failed.,player/editor UI,"message_label.text = ""AI turn failed."""
scripts/ui/BattleGameUI.gd,2176,script_assignment,\n,player/editor UI,"prototype_battle_message_label.text = ""\n"".join(lines)"
scripts/ui/BattleGameUI.gd,2536,script_assignment,Type: —,player/editor UI,"player_type_label.text = ""Type: —"""
scripts/ui/BattleGameUI.gd,2537,script_assignment,Type: —,player/editor UI,"enemy_type_label.text = ""Type: —"""
scripts/ui/BattleGameUI.gd,2538,script_assignment,Weakness: —,player/editor UI,"player_weakness_label.text = ""Weakness: —"""
scripts/ui/BattleGameUI.gd,2539,script_assignment,Weakness: —,player/editor UI,"enemy_weakness_label.text = ""Weakness: —"""
scripts/ui/BattlePreparationUI.gd,594,script_assignment,Select Player Pokémon.,player/editor UI,"setup_player_dice_status.text = ""Select Player Pokémon."""
scripts/ui/BattlePreparationUI.gd,1712,script_assignment,Type: —,player/editor UI,"pokemon_type_label.text = ""Type: —"""
scripts/ui/BattlePreparationUI.gd,1713,script_assignment,HP: —,player/editor UI,"pokemon_hp_label.text = ""HP: —"""
scripts/ui/BattlePreparationUI.gd,1714,script_assignment,Weakness: —,player/editor UI,"pokemon_weakness_label.text = ""Weakness: —"""
scripts/ui/BattlePreparationUI.gd,2027,script_assignment,No Enerkoro setup.,player/editor UI,"missing.text = ""No Enerkoro setup."""
scripts/ui/BattlePreparationUI.gd,2108,script_assignment,☆☆☆☆☆  No Analysis,player/editor UI,"overall_rating_label.text = ""☆☆☆☆☆  No Analysis"""
scripts/ui/BattlePreparationUI.gd,2109,script_assignment,Overall coverage: —,player/editor UI,"overall_probability_label.text = ""Overall coverage: —"""
scripts/ui/BattlePreparationUI.gd,2110,script_assignment,Energy Usage\n—,player/editor UI,"energy_usage_label.text = ""Energy Usage\n—"""
scripts/ui/BattlePreparationUI.gd,2111,script_assignment,Loadout Status: Unavailable,player/editor UI,"loadout_status_label.text = ""Loadout Status: Unavailable"""
scripts/ui/BattlePreparationUI.gd,2119,script_assignment,☆☆☆☆☆  No Dice Setup,player/editor UI,"overall_rating_label.text = ""☆☆☆☆☆  No Dice Setup"""
scripts/ui/BattlePreparationUI.gd,2120,script_assignment,Overall coverage: —,player/editor UI,"overall_probability_label.text = ""Overall coverage: —"""
scripts/ui/BattlePreparationUI.gd,2121,script_assignment,Energy Usage\n—,player/editor UI,"energy_usage_label.text = ""Energy Usage\n—"""
scripts/ui/BattlePreparationUI.gd,2122,script_assignment,Loadout Status: Saved,player/editor UI,"loadout_status_label.text = ""Loadout Status: Saved"""
scripts/ui/BattlePreparationUI.gd,2292,script_assignment,Unknown Opponent,player/editor UI,"opponent_name_label.text = ""Unknown Opponent"""
scripts/ui/BattlePreparationUI.gd,2293,script_assignment,No AI loadout.,player/editor UI,"opponent_loadout_label.text = ""No AI loadout."""
scripts/ui/BattlePreparationUI.gd,2295,script_assignment,Weakness: —,player/editor UI,"opponent_weakness_label.text = ""Weakness: —"""
scripts/ui/GlobalQuitConfirmation.gd,10,script_assignment,Exit Plakoro?,review,"confirmation.title = ""Exit Plakoro?"""
scripts/ui/EnergyDiceVisualBuilderUI.gd,279,script_assignment,Could not prepare writable Enerkoro path.,player/editor UI,"validation_label.text = ""Could not prepare writable Enerkoro path."""
scripts/ui/EnergyDiceVisualBuilderUI.gd,831,script_assignment,✓ Valid,player/editor UI,"top_validation_label.text = ""✓ Valid"""
scripts/ui/EnergyDiceVisualBuilderUI.gd,844,script_assignment,✕ Invalid,player/editor UI,"top_validation_label.text = ""✕ Invalid"""
scripts/ui/EnergyDiceVisualBuilderUI.gd,900,script_assignment,\n,player/editor UI,"probability_label.text = ""\n"".join("
scripts/ui/MoveBuilderUI.gd,131,script_assignment,Database load failed.,review,"status_label.text = ""Database load failed."""
scripts/ui/MoveBuilderUI.gd,269,script_assignment,Move draft could not be loaded.,review,"status_label.text = ""Move draft could not be loaded."""
scripts/ui/MoveBuilderUI.gd,508,script_assignment,Selected,review,"button.text = ""Selected"""
scripts/ui/MoveBuilderUI.gd,514,script_assignment,Same Move,review,"button.text = ""Same Move"""
scripts/ui/MoveBuilderUI.gd,523,script_assignment,Add,review,"button.text = ""Add"""
scripts/ui/MoveBuilderUI.gd,531,script_assignment,Add,review,"button.text = ""Add"""
scripts/ui/MoveBuilderUI.gd,615,script_assignment,Remove,review,"remove_button.text = ""Remove"""
scripts/ui/MoveBuilderUI.gd,697,script_assignment,☆☆☆☆☆  No Dice Setup,review,"overall_rating_label.text = ""☆☆☆☆☆  No Dice Setup"""
scripts/ui/MoveBuilderUI.gd,698,script_assignment,Overall coverage: —,review,"overall_probability_label.text = ""Overall coverage: —"""
scripts/ui/MoveBuilderUI.gd,699,script_assignment,Energy Usage\n—,review,"energy_usage_label.text = ""Energy Usage\n—"""
scripts/ui/MoveBuilderUI.gd,904,script_assignment,Draft auto-save failed.,review,"status_label.text = ""Draft auto-save failed."""
scripts/ui/MoveBuilderUI.gd,914,script_assignment,Draft matches saved loadout.,review,"diff_label.text = ""Draft matches saved loadout."""
scripts/ui/MoveBuilderUI.gd,942,script_assignment,\n,review,"diff_label.text = ""\n"".join(lines)"
scripts/ui/MoveBuilderUI.gd,948,script_assignment,Move draft is missing.,review,"status_label.text = ""Move draft is missing."""
scripts/ui/MoveBuilderUI.gd,1015,script_assignment,Could not discard draft.,review,"status_label.text = ""Could not discard draft."""
scripts/ui/MoveBuilderUI.gd,1023,script_assignment,Could not restore saved loadout.,review,"status_label.text = ""Could not restore saved loadout."""
scripts/ui/EnergyDiceSetupView.gd,47,script_assignment,Database load failed.,review,"validation_label.text = ""Database load failed."""
scripts/ui/EnergyDiceSetupView.gd,63,script_assignment,Setup load failed.,review,"validation_label.text = ""Setup load failed."""
scripts/model_weight/ModelWeightGeneratorPanel.gd,254,script_assignment,Orthographic • Opaque,player/editor UI,"view_info.text = ""Orthographic • Opaque"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,268,script_assignment,X +90°,player/editor UI,"rx.text = ""X +90°"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,276,script_assignment,Y +90°,player/editor UI,"ry.text = ""Y +90°"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,284,script_assignment,Z +90°,player/editor UI,"rz.text = ""Z +90°"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,366,script_assignment,squirtle,player/editor UI,"id_edit.placeholder_text = ""squirtle"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,377,script_assignment,squirtle_model_custom.json,player/editor UI,"output_name_edit.placeholder_text = ""squirtle_model_custom.json"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,479,script_assignment,Status: import a model and confirm orientation,player/editor UI,"ready_state_label.text = ""Status: import a model and confirm orientation"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,776,script_assignment,[color=#BFC3C9]Model information unavailable.[/color],player/editor UI,"model_info_label.text = ""[color=#BFC3C9]Model information unavailable.[/color]"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,828,script_assignment,[color=#BFC3C9]Analyzing model...[/color],player/editor UI,"model_info_label.text = ""[color=#BFC3C9]Analyzing model...[/color]"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,837,script_assignment,Orientation: not confirmed,player/editor UI,"orientation_state.text = ""Orientation: not confirmed"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,838,script_assignment,Model: importing...,player/editor UI,"import_state_label.text = ""Model: importing..."""
scripts/model_weight/ModelWeightGeneratorPanel.gd,839,script_assignment,Status: importing model...,player/editor UI,"ready_state_label.text = ""Status: importing model..."""
scripts/model_weight/ModelWeightGeneratorPanel.gd,844,script_assignment,Importing model...,player/editor UI,"status.text = ""Importing model..."""
scripts/model_weight/ModelWeightGeneratorPanel.gd,850,script_assignment,"Import failed. Supported formats: STL, OBJ, GLB, GLTF.",player/editor UI,"status.text = ""Import failed. Supported formats: STL, OBJ, GLB, GLTF."""
scripts/model_weight/ModelWeightGeneratorPanel.gd,851,script_assignment,Model: import failed,player/editor UI,"import_state_label.text = ""Model: import failed"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,852,script_assignment,[color=#E07070]Model analysis unavailable because import failed.[/color],player/editor UI,"model_info_label.text = ""[color=#E07070]Model analysis unavailable because import failed.[/color]"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,853,script_assignment,Status: model import failed,player/editor UI,"ready_state_label.text = ""Status: model import failed"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,864,script_assignment,Model: imported ✓,player/editor UI,"import_state_label.text = ""Model: imported ✓"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,866,script_assignment,Model: imported with mesh warning ⚠,player/editor UI,"import_state_label.text = ""Model: imported with mesh warning ⚠"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,868,script_assignment,Status: confirm orientation,player/editor UI,"ready_state_label.text = ""Status: confirm orientation"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,869,script_assignment,Imported. Confirm model orientation before generating.,player/editor UI,"status.text = ""Imported. Confirm model orientation before generating."""
scripts/model_weight/ModelWeightGeneratorPanel.gd,1030,script_assignment,Orientation: changed — confirm again,player/editor UI,"orientation_state.text = ""Orientation: changed — confirm again"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,1031,script_assignment,Status: orientation changed — confirm again,player/editor UI,"ready_state_label.text = ""Status: orientation changed — confirm again"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,1040,script_assignment,Orientation: confirmed ✓,player/editor UI,"orientation_state.text = ""Orientation: confirmed ✓"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,1041,script_assignment,Status: ready to generate ✓,player/editor UI,"ready_state_label.text = ""Status: ready to generate ✓"""
scripts/model_weight/ModelWeightGeneratorPanel.gd,1043,script_assignment,Orientation confirmed. Ready to generate.,player/editor UI,"status.text = ""Orientation confirmed. Ready to generate."""
scripts/model_weight/ModelWeightGeneratorPanel.gd,1120,script_assignment,"Quick: 500 throws, 64 parallel bodies, fast settle thresholds.",player/editor UI,"mode_note.text = ""Quick: 500 throws, 64 parallel bodies, fast settle thresholds."""
scripts/model_weight/ModelWeightGeneratorPanel.gd,1123,script_assignment,"Normal: 2,000 max throws, 64 parallel bodies, adaptive early-stop.",player/editor UI,"mode_note.text = ""Normal: 2,000 max throws, 64 parallel bodies, adaptive early-stop."""
scripts/model_weight/ModelWeightGeneratorPanel.gd,1126,script_assignment,"Accurate: 10,000 max throws, 64 parallel bodies, stricter settle + convergence.",player/editor UI,"mode_note.text = ""Accurate: 10,000 max throws, 64 parallel bodies, stricter settle + convergence."""
scripts/model_weight/ModelWeightGeneratorPanel.gd,1302,script_assignment,Confirm orientation first.,player/editor UI,"status.text = ""Confirm orientation first."""
scripts/model_weight/ModelWeightGeneratorPanel.gd,1311,script_assignment,Pokémon ID is required.,player/editor UI,"status.text = ""Pokémon ID is required."""
scripts/model_weight/ModelWeightGeneratorPanel.gd,1322,script_assignment,Could not build canonical simulation mesh.,player/editor UI,"status.text = ""Could not build canonical simulation mesh."""
scripts/model_weight/ModelWeightGeneratorPanel.gd,1328,script_assignment,Building convex collision shape once...,player/editor UI,"status.text = ""Building convex collision shape once..."""
scripts/model_weight/ModelWeightGeneratorPanel.gd,1334,script_assignment,Could not create convex collision shape.,player/editor UI,"status.text = ""Could not create convex collision shape."""
scripts/model_weight/ModelWeightGeneratorPanel.gd,1376,script_assignment,%s / %s: %d / %d throws,player/editor UI,"status.text = ""%s / %s: %d / %d throws"" % ["
scripts/model_weight/ModelWeightGeneratorPanel.gd,1473,script_assignment,Saved Charakoro profile: %s | %d throws%s,player/editor UI,"status.text = ""Saved Charakoro profile: %s | %d throws%s"" % ["
scripts/model_weight/ModelWeightGeneratorPanel.gd,1479,script_assignment,Could not write output file.,player/editor UI,"status.text = ""Could not write output file."""
scripts/presentation/timeline/BattleTimelineBuilder.gd,261,script_assignment,Effect Created,player/editor UI,"title = ""Effect Created"""
scripts/presentation/timeline/BattleTimelineBuilder.gd,263,script_assignment,Effect Active,player/editor UI,"title = ""Effect Active"""
scripts/presentation/timeline/BattleTimelineBuilder.gd,265,script_assignment,Effect Triggered,player/editor UI,"title = ""Effect Triggered"""
scripts/presentation/timeline/BattleTimelineBuilder.gd,267,script_assignment,Effect Consumed,player/editor UI,"title = ""Effect Consumed"""
scripts/presentation/timeline/BattleTimelineBuilder.gd,269,script_assignment,Effect Expired,player/editor UI,"title = ""Effect Expired"""
scripts/ui/components/KyokoroEffectPopup.gd,400,script_assignment,Move Effect,review,"move_effect_title.text = ""Move Effect"""
scripts/ui/components/KyokoroEffectPopup.gd,517,script_assignment,Energy Cost:,review,"energy_cost_title.text = ""Energy Cost:"""
scripts/ui/components/KyokoroEffectPopup.gd,557,script_assignment,Move Effect,review,"move_effect_title.text = ""Move Effect"""
scripts/ui/components/KyokoroEffectPopup.gd,840,script_assignment,Details,review,"detail_title.text = ""Details"""
scripts/ui/components/KyokoroEffectPopup.gd,974,script_assignment,Charakoro Effect,review,"effect_title.text = ""Charakoro Effect"""
scripts/ui/components/HeroPlakoroCard.gd,30,script_assignment,Unknown Plakoro,review,"name_label.text = ""Unknown Plakoro"""
scripts/ui/components/HeroPlakoroCard.gd,32,script_assignment,HP —,review,"hp_label.text = ""HP —"""
scripts/ui/components/HeroPlakoroCard.gd,33,script_assignment,Type —,review,"type_label.text = ""Type —"""
scripts/ui/components/HeroPlakoroCard.gd,34,script_assignment,Presentation: unavailable,review,"source_label.text = ""Presentation: unavailable"""
scripts/ui/components/EnergyDieNetEditor.gd,89,script_assignment,Enerkoro ,review,"title.text = ""Enerkoro "" + str(die_index + 1)"
scripts/ui/components/EnergyDieNetEditor.gd,95,script_assignment,Click a dice face to edit its energy.,review,"subtitle.text = ""Click a dice face to edit its energy."""
scripts/ui/components/MoveConditionEditor.gd,104,script_assignment,Condition,review,"label.text = ""Condition"""
scripts/ui/components/MoveConditionEditor.gd,156,script_assignment,Child Conditions,review,"child_title.text = ""Child Conditions"""
scripts/ui/components/MoveConditionEditor.gd,163,script_assignment,+ Add Condition,review,"add_child_button.text = ""+ Add Condition"""
scripts/ui/components/MoveConditionEditor.gd,334,script_assignment,Set NOT Condition,review,"add_child_button.text = ""Set NOT Condition"""
scripts/ui/components/MoveConditionEditor.gd,349,script_assignment,+ Add Condition,review,"add_child_button.text = ""+ Add Condition"""
scripts/ui/components/MoveConditionEditor.gd,384,script_assignment,Remove Condition,review,"remove_button.text = ""Remove Condition"""
scripts/ui/components/MoveOutcomeRuleEditor.gd,48,script_assignment,Charakoro Outcome Rule,review,"title.text = ""Charakoro Outcome Rule"""
scripts/ui/components/MoveOutcomeRuleEditor.gd,55,script_assignment,Remove Rule,review,"remove_button.text = ""Remove Rule"""
scripts/ui/components/MoveOutcomeRuleEditor.gd,125,script_assignment,Actions,review,"actions_title.text = ""Actions"""
scripts/ui/components/MoveOutcomeRuleEditor.gd,132,script_assignment,+ Add Action,review,"add_action_button.text = ""+ Add Action"""
scripts/ui/components/MoveOutcomeRuleEditor.gd,151,script_assignment,raw_text,review,"raw_label.text = ""raw_text"""
scripts/ui/components/BattlePendingEffectIndicator.gd,52,script_assignment,Charakoro pending effects,player/editor UI,"anchor_icon.tooltip_text = ""Charakoro pending effects"""
scripts/ui/components/MoveLifecycleEffectEditor.gd,47,script_assignment,Temporary / Lifecycle,review,"title.text = ""Temporary / Lifecycle"""
scripts/ui/components/MoveLifecycleEffectEditor.gd,319,script_assignment,Lifecycle configuration is valid.,review,"validation_label.text = ""Lifecycle configuration is valid."""
scripts/ui/components/BattleDiceRollPresenter.gd,744,script_assignment,No Energy,player/editor UI,"_labels[index].text = ""No Energy"""
scripts/ui/components/EnergyDieIconPreview.gd,25,script_assignment,Dice ,review,"title.text = ""Dice "" + str(die_number)"
scripts/ui/components/EnergyDieIconPreview.gd,34,script_assignment,Dice data unavailable,review,"missing.text = ""Dice data unavailable"""
scripts/ui/components/EnergyDieIconPreview.gd,115,script_assignment,↔,review,"divider.text = ""↔"""
